Modo_solicitud,Orden_solicitud,Carrera,Asistencia_diurna_nocturna,Calificacion_previa,Calificacion_madre,Calificacion_padre,Ocupacion_madre,Ocupacion_padre,Desplazado,Deudor,Pagos_al_dia,Genero,Becado,Edad_al_matricularse,Unidades_1er_sem_matriculadas,Unidades_1er_sem_evaluaciones,Unidades_1er_sem_aprobadas,Unidades_1er_sem_nota,Unidades_2do_sem_matriculadas,Unidades_2do_sem_evaluaciones,Unidades_2do_sem_aprobadas,Unidades_2do_sem_nota,Tasa_desempleo,Tasa_inflacion,PIB
1,1,11,1,1,1,1,10,11,0,0,1,1,0,20,6,8,6,12.857142857142858,6,9,5,12.4,8.9,1.4,3.51
1,1,2,1,1,1,3,3,3,0,0,1,1,0,19,10,10,5,11.0,7,8,2,10.0,8.9,1.4,3.51
12,1,7,1,1,22,27,10,10,0,1,1,1,1,34,5,14,1,17.0,5,10,2,11.0,9.4,-0.8,-3.12
8,1,9,1,1,1,1,5,5,0,0,1,1,0,21,5,5,5,11.0,5,11,3,11.428571428571429,10.8,1.4,1.74
8,4,15,1,1,3,1,3,8,1,0,1,1,0,21,6,7,0,0.0,6,11,1,10.0,10.8,1.4,1.74
8,1,14,1,1,1,1,5,4,0,0,1,1,0,24,6,6,4,11.25,6,9,4,10.428571428571429,10.8,1.4,1.74
8,1,14,1,1,1,1,5,9,0,1,0,1,0,20,6,7,5,12.4,6,8,4,13.0,13.9,-0.3,0.79
1,1,7,1,1,22,27,10,7,0,0,1,1,0,19,5,7,1,13.0,5,7,2,10.0,9.4,-0.8,-3.12
1,1,3,0,1,3,1,3,10,1,0,1,1,0,26,6,6,6,11.833333333333334,6,6,6,11.666666666666666,10.8,1.4,1.74
15,1,7,1,14,3,14,4,5,0,0,1,1,0,20,5,12,1,13.0,5,8,3,12.6,12.4,0.5,1.79
1,1,9,1,1,1,27,10,10,1,0,1,0,0,21,5,8,4,11.0,5,8,5,12.0,7.6,2.6,0.32
1,1,17,0,1,22,27,10,4,0,0,1,1,0,26,5,11,2,11.5,5,10,3,12.0,7.6,2.6,0.32
1,6,12,1,1,13,27,10,10,1,0,1,0,1,19,8,8,7,14.06,8,8,7,14.06,10.8,1.4,1.74
1,1,9,1,1,13,27,10,10,0,0,1,0,0,19,5,6,4,11.25,5,10,3,11.714285714285714,10.8,1.4,1.74
1,1,6,1,1,22,27,10,10,1,0,1,0,0,19,5,10,2,14.5,5,9,3,11.333333333333334,12.7,3.7,-1.7
14,1,10,1,1,13,27,6,6,0,0,1,0,1,21,6,15,2,10.5,6,8,5,12.4,10.8,1.4,1.74
1,2,9,1,1,23,14,4,8,1,0,1,0,0,19,5,8,4,12.8,5,10,3,14.5,10.8,1.4,1.74
14,1,9,1,1,3,14,3,10,0,0,1,0,0,18,5,5,0,0.0,5,9,4,13.25,16.2,0.3,-0.92
1,1,14,1,1,22,14,8,8,0,0,1,0,0,20,6,9,6,13.571428571428571,6,10,5,13.6,15.5,2.8,-4.06
14,1,17,0,1,22,27,10,10,0,0,1,0,0,32,5,5,5,10.2,5,9,4,11.25,9.4,-0.8,-3.12
7,3,16,1,1,13,27,10,10,1,0,1,0,0,19,6,8,5,12.2,6,8,5,11.8,10.8,1.4,1.74
3,1,14,1,1,1,10,5,5,1,0,1,0,0,19,6,7,6,13.428571428571429,6,6,4,14.0,12.4,0.5,1.79
8,1,9,1,1,23,28,8,6,0,0,1,0,0,18,5,9,1,11.0,5,10,0,0.0,9.4,-0.8,-3.12
8,6,12,1,1,3,28,3,10,1,0,1,0,0,20,7,8,6,13.548333333333334,8,11,6,14.775,11.1,0.6,2.02
1,1,15,1,1,3,3,3,6,0,0,1,0,0,19,6,6,6,12.166666666666666,6,6,6,12.5,16.2,0.3,-0.92
9,1,9,1,1,23,28,6,6,1,0,1,0,0,24,5,5,5,10.8,5,11,2,11.0,10.8,1.4,1.74
14,1,17,0,1,22,27,10,9,1,0,1,0,0,29,13,16,8,10.5,12,19,9,10.333333333333334,9.4,-0.8,-3.12
8,1,13,1,1,1,28,5,10,0,0,1,0,0,19,7,10,6,11.15,7,7,7,12.814285714285717,12.7,3.7,-1.7
1,1,14,1,1,23,14,5,9,0,0,1,0,0,19,6,8,3,11.666666666666666,6,11,5,13.625,10.8,1.4,1.74
12,1,17,0,1,22,27,10,10,0,0,1,0,0,24,5,9,5,12.285714285714286,5,8,5,12.125,16.2,0.3,-0.92
12,1,12,1,1,13,14,6,7,0,1,1,0,0,28,7,12,4,13.375,7,7,5,13.5,13.9,-0.3,0.79
14,1,12,1,1,22,27,10,10,0,0,1,0,0,38,8,12,5,13.126,8,12,5,13.126,10.8,1.4,1.74
1,1,16,1,1,1,27,10,10,1,0,1,0,0,19,6,11,3,10.333333333333334,6,10,5,11.8,9.4,-0.8,-3.12
1,1,9,1,1,23,14,4,11,1,0,1,0,0,20,5,5,4,12.0,4,4,2,11.5,7.6,2.6,0.32
1,1,17,0,1,22,27,10,10,0,0,1,0,0,29,5,11,5,11.4,5,10,4,10.25,15.5,2.8,-4.06
1,5,12,1,1,22,27,8,8,1,0,1,0,1,19,8,8,7,12.771428571428572,8,8,7,12.771428571428572,9.4,-0.8,-3.12
12,1,10,1,1,23,1,10,4,0,1,1,1,0,28,8,15,7,11.0,6,17,1,10.0,10.8,1.4,1.74
12,1,4,1,1,1,27,29,44,0,0,1,1,0,27,6,6,0,0.0,6,6,0,0.0,11.1,0.6,2.02
1,1,9,1,1,13,14,10,8,1,0,1,1,1,18,5,7,4,11.25,5,6,4,12.25,12.4,0.5,1.79
15,1,8,1,14,1,14,5,8,0,0,1,1,0,20,6,12,5,12.4,6,11,2,15.0,13.9,-0.3,0.79
14,1,15,1,1,1,1,5,6,1,0,1,1,0,23,6,15,1,13.0,6,8,4,11.25,9.4,-0.8,-3.12
14,4,14,1,1,3,3,5,5,0,0,1,1,0,21,5,11,2,10.0,5,10,3,10.333333333333334,9.4,-0.8,-3.12
12,1,17,0,1,1,4,5,3,0,0,1,1,0,34,5,5,5,14.2,5,5,5,14.6,12.7,3.7,-1.7
1,1,12,1,1,10,1,5,11,0,0,1,1,0,20,7,9,5,12.7,8,9,7,13.475,13.9,-0.3,0.79
13,1,4,1,14,3,1,3,7,1,0,1,1,0,24,9,13,8,13.333333333333334,10,12,9,13.11111111111111,16.2,0.3,-0.92
12,1,17,0,1,22,28,10,5,0,0,1,1,0,39,5,7,4,12.25,5,7,4,12.75,15.5,2.8,-4.06
8,1,6,1,1,13,28,5,9,0,0,0,1,0,19,6,11,5,13.6,6,11,5,13.666666666666666,11.1,0.6,2.02
12,1,17,0,9,22,27,10,10,0,0,1,1,0,38,5,11,2,10.5,5,9,3,11.333333333333334,7.6,2.6,0.32
1,1,12,1,1,23,14,32,44,1,0,1,1,0,21,7,9,6,12.565,8,12,5,12.16,11.1,0.6,2.02
8,1,14,1,1,22,28,4,4,0,1,1,1,0,19,6,7,6,13.166666666666666,6,9,5,13.2,8.9,1.4,3.51
12,1,11,1,9,22,27,6,8,1,0,1,1,0,25,6,7,6,11.166666666666666,6,11,4,11.8,9.4,-0.8,-3.12
1,4,5,1,1,4,14,3,11,1,0,1,1,0,19,6,7,6,12.666666666666666,6,8,6,12.142857142857142,9.4,-0.8,-3.12
12,1,12,1,12,13,14,5,5,0,0,1,1,0,33,7,7,5,13.06,7,9,0,0.0,16.2,0.3,-0.92
1,2,7,1,1,13,14,10,10,1,0,1,1,0,18,5,5,0,0.0,5,5,0,0.0,9.4,-0.8,-3.12
8,6,9,1,1,22,28,10,10,1,1,0,1,0,19,5,8,4,12.5,5,9,5,10.5,8.9,1.4,3.51
1,3,9,1,1,1,1,6,4,1,0,1,1,0,19,5,6,0,0.0,5,6,0,0.0,7.6,2.6,0.32
8,3,12,1,1,3,1,3,8,1,0,1,1,0,18,8,8,7,13.154285714285717,8,8,7,13.154285714285717,10.8,1.4,1.74
1,1,8,1,1,2,3,10,2,0,0,1,1,0,19,5,14,2,11.5,5,8,5,11.4,9.4,-0.8,-3.12
15,1,4,1,14,13,1,2,2,0,0,1,1,0,22,6,12,3,13.333333333333334,6,12,3,12.75,15.5,2.8,-4.06
8,3,7,1,1,1,14,20,44,1,0,1,1,0,18,5,7,5,11.8,5,9,3,12.0,8.9,1.4,3.51
14,1,2,1,1,13,14,10,5,0,0,1,1,0,22,0,0,0,0.0,0,0,0,0.0,13.9,-0.3,0.79
1,1,2,1,1,1,27,10,10,0,1,1,1,0,19,0,0,0,0.0,0,0,0,0.0,15.5,2.8,-4.06
15,1,7,1,14,23,14,10,6,1,0,1,1,0,19,5,9,2,12.5,5,10,3,11.6,12.4,0.5,1.79
6,1,7,1,1,2,2,3,3,0,1,1,1,0,24,8,8,7,13.142857142857142,6,8,6,11.833333333333334,8.9,1.4,3.51
1,1,7,1,1,13,14,10,9,0,0,0,1,1,18,5,6,5,15.0,5,6,5,14.2,8.9,1.4,3.51
1,1,10,1,1,13,28,8,6,0,0,1,0,0,20,6,13,1,10.0,6,13,1,13.0,9.4,-0.8,-3.12
1,6,15,1,1,1,14,5,5,1,0,1,0,1,18,6,6,6,12.166666666666666,6,10,5,11.2,7.6,2.6,0.32
15,1,10,1,14,22,14,29,15,1,1,1,0,0,21,6,8,3,12.0,6,6,2,12.5,12.4,0.5,1.79
12,1,16,1,12,23,14,10,10,0,1,0,0,0,33,7,7,7,12.857142857142858,7,8,6,12.666666666666666,8.9,1.4,3.51
12,1,6,1,1,3,3,5,3,1,0,1,0,0,26,6,11,3,11.75,6,19,4,12.8,12.4,0.5,1.79
14,1,14,1,14,13,3,8,11,0,0,1,0,0,21,6,8,5,11.833333333333334,6,8,4,13.25,16.2,0.3,-0.92
15,1,6,1,14,1,14,10,10,1,0,1,0,0,20,6,13,6,12.555555555555555,6,11,5,11.8,16.2,0.3,-0.92
15,1,6,1,14,23,1,6,6,0,0,1,0,0,20,5,10,2,14.5,5,7,4,11.25,12.7,3.7,-1.7
12,1,4,1,12,22,27,10,5,0,0,1,1,0,43,6,8,6,12.875,6,14,5,12.142857142857142,16.2,0.3,-0.92
12,1,9,1,1,13,14,10,10,0,0,1,1,0,26,5,9,5,12.0,5,5,5,10.2,11.1,0.6,2.02
14,1,8,1,1,1,1,2,2,1,0,1,1,0,33,5,12,1,13.0,5,7,3,14.0,9.4,-0.8,-3.12
8,1,11,1,1,1,1,5,11,0,0,1,1,0,19,6,7,5,10.8,6,10,2,10.5,10.8,1.4,1.74
8,3,5,1,1,23,27,6,6,1,0,1,1,0,18,6,6,6,12.833333333333334,6,8,5,11.4,15.5,2.8,-4.06
1,1,9,1,1,19,24,13,13,0,1,1,1,1,21,5,5,5,12.6,5,9,3,12.833333333333334,10.8,1.4,1.74
1,2,9,1,1,22,1,6,4,1,0,1,1,0,20,5,9,2,14.333333333333334,5,10,2,12.5,7.6,2.6,0.32
15,1,4,1,1,1,3,22,21,0,0,1,1,0,19,6,17,1,11.0,6,19,0,0.0,16.2,0.3,-0.92
12,1,7,1,1,13,27,10,10,0,0,1,1,1,24,5,8,5,11.833333333333334,5,8,4,14.0,12.7,3.7,-1.7
1,1,11,1,1,3,1,3,5,0,0,1,1,0,21,6,10,5,11.333333333333334,6,14,2,11.5,12.7,3.7,-1.7
12,1,7,1,1,22,14,10,4,0,0,1,1,1,28,5,16,3,14.333333333333334,5,9,5,12.428571428571429,9.4,-0.8,-3.12
16,1,6,1,15,3,3,5,3,0,0,1,0,0,28,6,8,6,14.428571428571429,6,12,4,15.6,11.1,0.6,2.02
15,1,6,1,1,1,1,5,4,1,0,1,0,0,20,6,13,5,11.8,6,19,4,12.0,12.4,0.5,1.79
1,3,16,1,1,3,3,3,3,1,0,1,0,0,23,6,8,5,13.6,6,8,5,11.6,7.6,2.6,0.32
15,1,6,1,14,1,1,5,5,1,0,1,0,0,23,6,12,4,13.4,6,17,2,13.5,12.4,0.5,1.79
14,1,13,1,1,2,3,4,3,0,0,1,0,0,25,7,10,3,13.0,8,10,3,11.666666666666666,10.8,1.4,1.74
1,2,12,1,1,1,14,5,5,1,0,1,0,1,19,7,9,5,13.34,7,9,6,12.385714285714286,12.4,0.5,1.79
15,1,4,1,14,1,28,5,10,0,0,1,1,1,20,6,18,3,12.0,6,17,3,11.666666666666666,15.5,2.8,-4.06
15,1,4,1,14,3,1,5,7,0,0,1,1,0,19,6,8,5,11.5,6,11,6,11.333333333333334,12.4,0.5,1.79
14,1,12,1,1,22,27,10,8,1,0,1,0,1,18,7,8,5,12.86,7,8,5,12.86,7.6,2.6,0.32
1,3,12,1,1,13,3,4,3,1,0,1,0,0,18,7,8,7,12.59125,8,11,7,12.820000000000002,15.5,2.8,-4.06
15,1,4,1,14,4,4,5,3,1,0,1,1,0,22,6,13,5,13.0,6,13,2,11.5,12.4,0.5,1.79
1,1,7,1,1,1,28,5,4,1,0,1,1,0,18,5,5,0,0.0,5,6,1,15.0,10.8,1.4,1.74
8,1,14,1,1,22,27,10,10,1,0,1,1,0,19,6,7,5,13.2,6,10,5,13.25,10.8,1.4,1.74
14,1,5,1,1,22,27,10,10,1,0,1,1,0,34,12,12,7,11.428571428571429,12,12,7,11.857142857142858,7.6,2.6,0.32
1,1,11,1,1,22,27,10,10,0,0,1,1,1,19,6,7,6,11.166666666666666,6,12,3,11.666666666666666,10.8,1.4,1.74
1,1,10,1,1,13,28,8,8,0,0,1,1,0,20,6,12,4,11.75,6,13,3,11.333333333333334,15.5,2.8,-4.06
1,1,11,1,1,13,14,8,9,1,0,1,0,1,20,6,6,6,14.5,6,7,5,15.0,12.4,0.5,1.79
1,1,10,1,1,13,28,10,10,0,0,1,0,1,19,6,12,4,10.4,6,11,4,10.75,12.4,0.5,1.79
9,1,16,1,1,1,14,20,41,1,1,1,0,0,21,7,7,7,13.0,7,8,6,12.5,8.9,1.4,3.51
1,4,14,1,1,1,1,10,10,1,0,1,0,0,18,6,6,6,14.166666666666666,6,7,6,13.428571428571429,8.9,1.4,3.51
1,6,12,1,1,1,1,10,7,1,0,1,0,0,21,7,11,4,13.25,7,9,5,13.82,11.1,0.6,2.02
8,5,5,1,1,13,1,6,6,1,0,1,1,0,22,6,6,1,11.0,6,6,0,0.0,9.4,-0.8,-3.12
4,1,9,1,3,22,27,10,10,0,0,1,0,0,33,8,9,5,12.6,7,13,5,11.25,10.8,1.4,1.74
8,3,11,1,1,22,27,10,7,1,0,1,0,1,20,6,11,4,11.5,6,12,3,11.0,7.6,2.6,0.32
12,1,9,1,1,22,27,7,11,0,0,1,0,0,35,5,6,4,14.2,5,10,4,11.857142857142858,10.8,1.4,1.74
1,1,10,1,1,3,28,2,6,1,0,1,0,0,22,6,11,4,12.5,6,13,3,13.666666666666666,9.4,-0.8,-3.12
8,1,15,1,1,13,14,5,5,1,0,1,0,0,20,6,9,6,11.666666666666666,6,8,5,11.6,7.6,2.6,0.32
1,1,14,1,1,22,27,11,7,1,0,1,0,0,20,5,6,3,13.0,5,7,3,13.0,7.6,2.6,0.32
1,1,2,1,1,13,14,6,5,1,1,1,1,0,21,12,12,11,11.545454545454543,11,18,9,11.7,8.9,1.4,3.51
14,1,9,1,1,1,5,10,11,1,0,1,1,0,23,5,6,1,10.0,5,5,0,0.0,15.5,2.8,-4.06
12,1,4,1,1,13,14,10,7,1,0,1,0,0,24,6,10,5,11.8,6,13,4,11.25,12.4,0.5,1.79
1,1,9,1,1,13,14,10,10,0,1,1,0,0,19,5,13,1,10.0,5,8,2,10.0,12.4,0.5,1.79
1,1,11,1,1,23,27,6,6,0,0,1,0,0,19,6,12,4,11.0,6,6,4,12.5,16.2,0.3,-0.92
1,3,11,1,1,13,14,10,10,1,0,1,0,0,22,6,10,4,10.0,6,12,2,13.5,9.4,-0.8,-3.12
12,1,9,1,1,22,27,6,6,0,0,1,0,0,36,5,8,3,11.0,5,12,4,13.375,10.8,1.4,1.74
1,1,12,1,1,1,14,10,10,0,0,1,0,1,20,7,14,0,0.0,7,15,0,0.0,11.1,0.6,2.02
12,1,15,1,13,13,14,8,10,0,0,1,0,0,40,6,8,5,13.0,6,7,5,12.6,16.2,0.3,-0.92
3,1,9,1,1,13,28,6,7,1,0,1,0,0,19,5,15,3,10.8,5,6,3,10.5,13.9,-0.3,0.79
6,1,13,1,1,3,14,14,29,0,0,1,0,0,20,7,14,0,0.0,7,12,2,11.666666666666666,8.9,1.4,3.51
1,1,17,0,1,22,27,10,8,0,0,1,0,1,38,5,8,5,11.0,5,7,5,11.4,9.4,-0.8,-3.12
1,1,2,1,1,13,28,10,9,1,0,1,1,1,19,12,12,12,13.333333333333334,11,15,10,12.818181818181818,8.9,1.4,3.51
8,1,10,1,1,22,27,10,10,1,0,1,0,1,21,6,8,1,10.0,6,13,5,11.4,12.7,3.7,-1.7
8,2,12,1,1,2,28,4,9,1,0,1,0,0,18,8,12,7,12.285714285714286,8,12,7,12.285714285714286,12.7,3.7,-1.7
14,1,5,1,1,2,3,4,3,0,0,1,0,0,19,6,6,5,12.4,6,8,6,12.75,10.8,1.4,1.74
13,1,4,1,14,13,1,6,6,0,0,1,0,0,22,6,10,6,12.571428571428571,6,12,4,13.666666666666666,15.5,2.8,-4.06
8,1,2,1,1,1,28,10,10,1,1,1,0,0,22,17,19,12,11.833333333333334,17,22,11,11.25,11.1,0.6,2.02
14,1,3,0,1,23,14,6,5,0,0,1,0,0,20,6,6,6,12.166666666666666,6,7,5,14.0,12.7,3.7,-1.7
12,1,10,1,12,1,2,5,7,0,0,1,0,0,31,6,6,6,13.166666666666666,6,8,6,13.0,9.4,-0.8,-3.12
1,2,14,1,1,22,27,10,8,1,0,1,0,1,18,6,8,6,13.571428571428571,6,6,5,12.8,12.4,0.5,1.79
1,1,6,1,1,22,27,10,7,0,1,1,0,0,21,5,9,2,11.5,5,13,4,11.0,10.8,1.4,1.74
8,3,11,1,1,22,14,6,6,1,0,1,0,0,19,6,8,4,11.25,6,8,4,12.0,10.8,1.4,1.74
12,1,12,1,1,23,27,6,8,1,0,1,0,1,25,8,11,7,13.29,8,11,7,13.29,9.4,-0.8,-3.12
14,1,17,0,1,22,27,4,11,0,0,1,0,0,33,10,15,8,10.375,10,13,9,10.444444444444445,7.6,2.6,0.32
14,1,13,1,1,1,1,5,9,1,0,1,0,0,20,7,9,7,12.333333333333334,8,8,8,12.625,12.7,3.7,-1.7
1,2,9,1,1,1,14,5,10,1,0,1,0,0,19,5,5,5,11.2,5,11,4,11.75,10.8,1.4,1.74
1,3,5,1,1,13,14,4,4,1,0,1,0,0,20,6,6,6,11.833333333333334,6,6,3,13.333333333333334,9.4,-0.8,-3.12
1,1,6,1,1,23,27,4,10,1,0,0,0,0,18,6,7,6,14.833333333333334,6,8,6,12.5,8.9,1.4,3.51
1,1,6,1,1,22,14,10,6,1,0,1,0,1,19,5,10,2,13.5,5,11,5,11.4,10.8,1.4,1.74
14,1,12,1,1,23,14,6,6,1,0,1,0,1,24,8,8,7,11.971428571428572,8,8,7,11.971428571428572,12.7,3.7,-1.7
1,3,6,1,1,23,14,10,6,0,0,1,0,0,19,5,7,3,12.0,5,7,4,13.5,7.6,2.6,0.32
15,1,6,1,14,3,28,3,10,1,0,1,0,0,21,12,18,8,12.25,12,27,8,12.2,12.4,0.5,1.79
1,1,11,1,1,22,27,8,8,0,0,1,0,0,18,6,10,5,12.2,6,10,5,11.6,16.2,0.3,-0.92
12,1,13,1,1,13,28,10,9,0,0,1,0,0,24,7,15,5,12.4,8,14,7,12.15,12.4,0.5,1.79
14,1,13,1,1,23,28,8,9,1,0,1,0,0,22,7,14,6,10.744444444444444,8,10,8,11.8375,12.7,3.7,-1.7
12,1,6,1,1,22,27,10,10,0,0,0,0,1,44,6,12,4,12.75,6,15,2,10.0,8.9,1.4,3.51
1,1,9,1,1,22,27,10,10,1,0,1,0,0,20,5,9,2,10.0,5,10,2,11.0,7.6,2.6,0.32
1,1,2,1,1,13,4,10,3,1,1,1,0,0,19,0,0,0,0.0,0,0,0,0.0,12.7,3.7,-1.7
1,3,12,1,1,22,27,10,10,1,0,1,0,1,18,8,8,7,13.242857142857144,8,8,7,13.242857142857144,12.7,3.7,-1.7
8,2,11,1,1,13,27,10,10,1,0,0,0,0,18,6,7,5,12.6,6,6,5,11.8,11.1,0.6,2.02
9,1,17,0,1,23,28,6,6,0,0,1,0,1,21,5,6,4,12.25,5,8,4,11.8,10.8,1.4,1.74
9,5,16,1,1,13,27,8,8,1,0,1,0,0,20,6,10,4,12.75,6,14,3,11.333333333333334,10.8,1.4,1.74
1,1,10,1,1,23,28,5,8,1,0,1,0,1,18,6,14,0,0.0,6,9,4,11.0,7.6,2.6,0.32
14,2,9,1,1,13,27,6,10,1,0,1,0,0,18,5,10,1,14.0,5,10,1,14.0,7.6,2.6,0.32
12,1,6,1,1,22,27,10,10,1,1,1,0,0,27,6,11,6,12.125,6,16,5,12.0,12.4,0.5,1.79
8,1,16,1,1,23,27,6,8,1,1,1,0,0,18,6,12,4,13.5,6,14,3,10.666666666666666,10.8,1.4,1.74
1,1,17,0,1,13,27,10,10,1,0,1,0,0,20,5,10,0,0.0,5,10,0,0.0,7.6,2.6,0.32
8,2,6,1,1,22,27,10,8,1,0,1,0,0,19,5,15,3,14.0,5,10,4,11.75,9.4,-0.8,-3.12
15,1,6,1,14,1,29,4,10,1,0,1,0,0,20,6,9,6,12.666666666666666,6,10,4,11.5,13.9,-0.3,0.79
8,2,16,1,1,22,27,6,7,1,0,1,0,0,22,6,9,4,12.25,6,8,5,11.6,10.8,1.4,1.74
3,1,16,1,1,1,28,6,9,1,0,1,0,0,22,6,11,3,15.0,6,11,4,10.25,9.4,-0.8,-3.12
8,1,2,1,1,1,1,8,4,1,0,1,0,0,20,0,0,0,0.0,0,0,0,0.0,15.5,2.8,-4.06
8,3,15,1,1,1,14,6,8,0,0,1,0,0,18,6,6,6,13.5,6,6,6,13.333333333333334,12.4,0.5,1.79
12,1,3,0,1,22,27,6,5,0,0,1,0,0,45,6,8,5,13.6,6,7,5,13.0,15.5,2.8,-4.06
12,1,17,0,1,23,14,10,6,0,1,1,0,0,25,5,10,4,11.25,5,9,4,12.0,12.7,3.7,-1.7
1,2,9,1,1,23,28,10,6,1,0,1,1,0,20,5,12,3,10.5,5,10,4,11.25,12.4,0.5,1.79
1,3,10,1,1,1,1,10,10,1,0,1,1,0,22,6,6,4,11.25,6,7,3,11.0,8.9,1.4,3.51
1,4,12,1,1,13,27,8,8,1,0,1,1,0,20,7,7,6,13.016666666666666,7,7,6,13.016666666666666,7.6,2.6,0.32
1,1,5,1,1,4,29,3,3,1,0,1,0,0,18,6,10,6,11.714285714285714,6,15,6,10.375,13.9,-0.3,0.79
8,5,14,1,1,1,14,6,6,0,0,1,0,0,21,5,7,3,12.666666666666666,5,6,4,12.75,7.6,2.6,0.32
15,1,2,1,14,1,1,10,10,0,0,1,1,0,21,0,0,0,0.0,0,0,0,0.0,15.5,2.8,-4.06
8,2,5,1,1,3,1,3,5,1,0,1,1,0,18,6,6,6,13.0,6,8,1,10.0,10.8,1.4,1.74
8,2,6,1,1,3,14,3,10,0,0,1,1,0,18,5,5,3,14.0,5,7,3,12.666666666666666,7.6,2.6,0.32
1,1,11,1,1,22,14,10,10,1,0,1,1,0,25,6,8,6,13.166666666666666,6,8,5,12.6,7.6,2.6,0.32
8,1,7,1,1,22,1,10,3,1,0,1,1,0,18,5,10,4,13.0,5,10,3,12.333333333333334,7.6,2.6,0.32
1,1,6,1,1,3,1,5,10,1,0,1,1,0,21,6,15,3,11.25,6,9,0,0.0,12.4,0.5,1.79
12,2,13,1,1,22,14,10,9,0,0,1,1,1,24,7,13,6,10.857142857142858,7,7,7,11.857142857142858,12.7,3.7,-1.7
1,5,9,1,1,3,2,3,3,0,0,1,1,0,22,5,10,4,11.75,5,10,3,11.0,7.6,2.6,0.32
12,1,4,1,1,23,14,10,7,1,0,1,1,0,28,13,19,8,11.625,10,17,6,11.0,15.5,2.8,-4.06
1,6,7,1,1,2,1,4,6,1,0,1,1,0,18,5,10,0,0.0,5,10,1,10.0,7.6,2.6,0.32
6,1,9,1,1,1,1,10,8,0,1,1,1,0,21,5,9,3,12.333333333333334,5,8,4,11.25,8.9,1.4,3.51
12,1,17,0,1,13,14,8,9,0,0,1,0,0,28,5,8,4,11.5,5,7,4,12.0,10.8,1.4,1.74
1,1,9,1,1,1,1,5,7,1,0,1,0,0,21,5,9,3,10.666666666666666,5,13,2,12.5,7.6,2.6,0.32
1,2,15,1,1,22,27,10,8,1,0,1,0,0,20,6,12,1,17.0,6,12,1,17.0,9.4,-0.8,-3.12
1,1,14,1,1,22,27,10,7,0,0,1,0,1,18,5,7,3,12.666666666666666,5,5,4,12.5,9.4,-0.8,-3.12
8,2,12,1,1,1,1,6,11,1,0,1,0,0,18,7,9,5,14.06,7,9,6,12.571428571428571,12.4,0.5,1.79
12,1,17,0,1,22,28,10,10,0,0,1,0,0,30,5,11,3,10.333333333333334,5,10,4,12.8,12.4,0.5,1.79
8,1,10,1,1,22,27,10,10,1,0,1,0,0,18,6,9,4,11.5,6,10,4,10.75,7.6,2.6,0.32
1,1,12,1,1,2,2,4,4,1,0,1,1,0,18,7,8,6,11.833333333333334,7,8,6,11.833333333333334,7.6,2.6,0.32
1,1,10,1,1,22,27,8,10,0,0,1,0,0,19,6,12,2,13.0,6,9,6,10.833333333333334,7.6,2.6,0.32
1,2,10,1,1,1,14,5,9,0,0,1,0,0,20,6,13,0,0.0,5,11,0,0.0,9.4,-0.8,-3.12
4,1,12,1,3,22,27,10,6,0,0,1,0,0,32,7,9,7,13.761111111111113,8,11,7,12.06375,15.5,2.8,-4.06
1,1,9,1,1,22,1,5,11,0,0,1,0,0,18,5,6,4,11.25,5,8,5,11.0,10.8,1.4,1.74
3,4,16,1,1,3,28,4,9,1,0,1,0,0,21,6,9,5,12.6,6,9,3,11.666666666666666,9.4,-0.8,-3.12
9,2,16,1,1,1,14,4,10,1,0,1,1,0,18,6,7,5,12.6,6,6,6,13.0,10.8,1.4,1.74
1,1,5,1,1,1,28,6,8,1,0,1,1,0,20,6,6,4,12.0,6,8,2,11.333333333333334,10.8,1.4,1.74
14,1,5,1,1,13,14,8,9,1,0,1,1,1,19,6,6,4,13.0,6,7,5,12.2,13.9,-0.3,0.79
14,1,1,1,1,22,1,10,11,1,0,1,1,0,25,10,13,5,11.6,8,10,2,13.0,12.4,0.5,1.79
